,scores_teaching,scores_research,scores_citations,name,scores_industry_income,scores_international_outlook,location,stats_number_students,male_ratio,female_ratio,male_population,female_population,subjects_offered,stats_pc_intl_students
213,41.4,40.7,73.5,Friedrich Schiller University Jena,57.1,60.5,Germany,16964.0,0.0,0.0,0.0,0.0,"Art, Performing Arts & Design,Economics & Econometrics,Education,Chemical Engineering,Sociology,Accounting & Finance,Sport Science,Geography,Archaeology,Medicine & Dentistry,Physics & Astronomy,Business & Management,Law,Communication & Media Studies,Other Health,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Chemistry,Computer Science,Mathematics & Statistics,Languages, Literature & Linguistics,Biological Sciences,Politics & International Studies (incl Development Studies),Psychology",15.0
214,46.3,31.4,79.0,George Washington University,36.0,57.9,United States,23375.0,61.0,39.0,14259.0,9116.0,"Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Psychology,Archaeology,Other Health,Physics & Astronomy,Medicine & Dentistry,General Engineering,Art, Performing Arts & Design,Education,Sport Science,Economics & Econometrics,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Business & Management,Law,Communication & Media Studies,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Architecture,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Geography",18.0
215,27.5,35.3,80.4,Griffith University,50.6,82.8,Australia,35020.0,58.0,42.0,20312.0,14708.0,"Physics & Astronomy,Chemistry,Architecture,Archaeology,Mathematics & Statistics,Civil Engineering,Psychology,Education,Business & Management,Computer Science,Law,Electrical & Electronic Engineering,Sociology,General Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Languages, Literature & Linguistics,Biological Sciences,Geography,Medicine & Dentistry,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Other Health,Sport Science,History, Philosophy & Theology,Agriculture & Forestry,Accounting & Finance,Mechanical & Aerospace Engineering,Economics & Econometrics",18.0
216,40.5,46.1,59.4,University of Konstanz,74.8,69.7,Germany,11453.0,55.0,45.0,6299.0,5154.0,"Art, Performing Arts & Design,Chemistry,History, Philosophy & Theology,Sport Science,Psychology,Economics & Econometrics,Education,Languages, Literature & Linguistics,Communication & Media Studies,Accounting & Finance,Biological Sciences,Business & Management,Politics & International Studies (incl Development Studies),Law,Computer Science,Physics & Astronomy,Sociology,Mathematics & Statistics",13.0
217,47.4,47.0,63.4,Korea University,91.9,50.9,South Korea,22799.0,0.0,0.0,0.0,0.0,"Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Business & Management,Civil Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Physics & Astronomy,Archaeology,Biological Sciences,Education,Politics & International Studies (incl Development Studies),Chemical Engineering,Law,Economics & Econometrics,General Engineering,Communication & Media Studies,Accounting & Finance,Electrical & Electronic Engineering,Psychology,History, Philosophy & Theology,Chemistry,Architecture,Computer Science,Agriculture & Forestry,Sociology,Art, Performing Arts & Design,Other Health,Sport Science,Geography",23.0
218,38.8,44.7,56.0,KTH Royal Institute of Technology,69.8,90.2,Sweden,13422.0,34.0,66.0,4563.0,8859.0,"Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,Economics & Econometrics,Biological Sciences,Chemical Engineering,Chemistry,Education,Mathematics & Statistics,Physics & Astronomy,Computer Science,Geology, Environmental, Earth & Marine Sciences,General Engineering,Architecture",21.0
219,27.6,34.0,86.3,La Trobe University,46.7,89.8,Australia,26097.0,60.0,40.0,15658.0,10439.0,"Computer Science,Art, Performing Arts & Design,General Engineering,Mathematics & Statistics,Archaeology,Other Health,Veterinary Science,Education,Sport Science,Sociology,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,Law,Chemistry,Business & Management,Agriculture & Forestry,Psychology,Medicine & Dentistry,Biological Sciences,History, Philosophy & Theology,Electrical & Electronic Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",39.0
220,32.5,42.1,78.6,Université Libre de Bruxelles,43.8,88.9,Belgium,25743.0,57.0,43.0,14674.0,11069.0,"Architecture,Civil Engineering,Physics & Astronomy,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Psychology,Languages, Literature & Linguistics,Education,Chemistry,Sociology,Archaeology,Chemical Engineering,Agriculture & Forestry,Accounting & Finance,Computer Science,Biological Sciences,Geography,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Medicine & Dentistry,Sport Science,Communication & Media Studies,Art, Performing Arts & Design,Law,Politics & International Studies (incl Development Studies),Other Health,Veterinary Science",31.0
221,30.2,39.3,71.2,University of Macau,45.7,99.4,Macao,9874.0,56.0,44.0,5529.0,4345.0,"Art, Performing Arts & Design,Law,Politics & International Studies (incl Development Studies),Biological Sciences,Civil Engineering,Computer Science,Psychology,Economics & Econometrics,Communication & Media Studies,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Languages, Literature & Linguistics,History, Philosophy & Theology,Education,Mathematics & Statistics,Medicine & Dentistry,Sport Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Sociology,Accounting & Finance",38.0
222,36.5,29.4,90.2,University of Massachusetts,52.6,64.4,United States,62595.0,49.0,51.0,30672.0,31923.0,"Medicine & Dentistry,Sport Science,Sociology,Communication & Media Studies,Agriculture & Forestry,Art, Performing Arts & Design,Architecture,Other Health,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Psychology,Geography,Electrical & Electronic Engineering,General Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Law,Chemistry,Chemical Engineering,Archaeology,Civil Engineering,Mathematics & Statistics,Accounting & Finance,Business & Management,Economics & Econometrics,Politics & International Studies (incl Development Studies),Biological Sciences,Computer Science,Education,Veterinary Science",15.0
223,31.0,28.6,88.4,Medical University of Innsbruck,91.4,87.2,Austria,3168.0,54.0,46.0,1711.0,1457.0,"Medicine & Dentistry,Other Health,Biological Sciences",43.0
224,34.6,26.9,92.7,Medical University of Vienna,61.9,79.8,Austria,7232.0,54.0,46.0,3905.0,3327.0,"Other Health,Medicine & Dentistry",30.0
225,45.2,32.1,75.9,University of Miami,47.5,59.5,United States,16479.0,53.0,47.0,8734.0,7745.0,"Architecture,Education,Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Biological Sciences,Psychology,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Other Health,Agriculture & Forestry,Accounting & Finance,Chemical Engineering,Sport Science,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mechanical & Aerospace Engineering,Geography,Chemistry",16.0
226,51.6,44.5,51.3,Moscow Institute of Physics and Technology (MIPT),99.9,61.5,Russian Federation,5920.0,26.0,74.0,1539.0,4381.0,"Chemistry,Education,Other Health,Geology, Environmental, Earth & Marine Sciences,General Engineering,Electrical & Electronic Engineering,Computer Science,Biological Sciences,Mechanical & Aerospace Engineering,Physics & Astronomy,Economics & Econometrics,Mathematics & Statistics,Business & Management,Chemical Engineering",18.0
227,40.3,41.5,80.7,University of Münster,48.1,48.7,Germany,28539.0,0.0,0.0,0.0,0.0,"Accounting & Finance,Languages, Literature & Linguistics,Other Health,Medicine & Dentistry,Archaeology,Biological Sciences,Chemistry,Geography,Physics & Astronomy,Sport Science,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Economics & Econometrics,Law,Education,Sociology,Psychology,Art, Performing Arts & Design,Computer Science,Communication & Media Studies,Politics & International Studies (incl Development Studies),Business & Management,History, Philosophy & Theology",0.0
228,31.3,34.7,77.5,University of Otago,39.6,90.1,New Zealand,18690.0,59.0,41.0,11027.0,7663.0,"Mathematics & Statistics,Medicine & Dentistry,Business & Management,Agriculture & Forestry,Accounting & Finance,Art, Performing Arts & Design,Law,History, Philosophy & Theology,Biological Sciences,Communication & Media Studies,Economics & Econometrics,Sport Science,Politics & International Studies (incl Development Studies),Education,Sociology,Other Health,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Physics & Astronomy,Archaeology,Computer Science,Geography,Chemistry,Psychology",21.0
229,41.3,33.8,80.3,University of Padua,40.9,49.4,Italy,48651.0,55.0,45.0,26758.0,21893.0,"Politics & International Studies (incl Development Studies),General Engineering,Communication & Media Studies,Architecture,Sociology,Economics & Econometrics,Art, Performing Arts & Design,Law,Accounting & Finance,Mathematics & Statistics,Chemical Engineering,Biological Sciences,Electrical & Electronic Engineering,Psychology,Languages, Literature & Linguistics,Physics & Astronomy,Medicine & Dentistry,Education,Computer Science,Business & Management,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Geography,Veterinary Science,Civil Engineering,Agriculture & Forestry,Sport Science,Other Health,Geology, Environmental, Earth & Marine Sciences,Archaeology,Chemistry",0.0
230,29.3,36.3,80.3,Queen’s University Belfast,41.3,97.2,United Kingdom,18485.0,57.0,43.0,10536.0,7949.0,"Psychology,Accounting & Finance,Law,Economics & Econometrics,Geography,Chemistry,Communication & Media Studies,Civil Engineering,Architecture,Biological Sciences,Physics & Astronomy,Business & Management,Geology, Environmental, Earth & Marine Sciences,Education,Computer Science,Sociology,Medicine & Dentistry,Agriculture & Forestry,Other Health,History, Philosophy & Theology,Chemical Engineering,Mechanical & Aerospace Engineering,Archaeology,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics",37.0
231,29.2,35.3,84.0,RCSI University of Medicine and Health Sciences,52.6,94.9,Ireland,2488.0,0.0,0.0,0.0,0.0,"Other Health,Medicine & Dentistry",66.0
232,35.9,36.7,78.8,University of Reading,40.4,92.6,United Kingdom,15435.0,57.0,43.0,8798.0,6637.0,"Accounting & Finance,Law,Communication & Media Studies,Business & Management,Agriculture & Forestry,Geography,History, Philosophy & Theology,Other Health,Biological Sciences,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Architecture,Civil Engineering,Physics & Astronomy,Sociology,Art, Performing Arts & Design,Education,Chemistry,General Engineering,Psychology,Archaeology,Chemical Engineering,Veterinary Science,Computer Science,Mathematics & Statistics",31.0
233,21.8,29.0,99.1,"St George’s, University of London",39.8,77.4,United Kingdom,3485.0,62.0,38.0,2161.0,1324.0,"Medicine & Dentistry,Other Health",21.0
234,46.4,40.6,70.5,Sant’Anna School of Advanced Studies – Pisa,89.2,57.8,Italy,706.0,36.0,64.0,254.0,452.0,"Accounting & Finance,Electrical & Electronic Engineering,Medicine & Dentistry,Biological Sciences,Other Health,Business & Management,Agriculture & Forestry,Computer Science,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Law",21.0
235,55.8,58.9,43.3,University of São Paulo,42.3,35.9,Brazil,82323.0,47.0,53.0,38692.0,43631.0,"Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Physics & Astronomy,Business & Management,Agriculture & Forestry,Accounting & Finance,Medicine & Dentistry,Psychology,Architecture,Veterinary Science,Other Health,Geography,General Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Mechanical & Aerospace Engineering,Chemistry,Law,Sociology,Biological Sciences,Computer Science,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Economics & Econometrics,Chemical Engineering,Archaeology,Sport Science,History, Philosophy & Theology,Communication & Media Studies,Education",0.0
236,27.7,35.0,81.5,Simon Fraser University,49.0,92.1,Canada,27015.0,54.0,46.0,14588.0,12427.0,"Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Education,Psychology,Chemistry,Languages, Literature & Linguistics,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Electrical & Electronic Engineering,Other Health,Sociology,Mathematics & Statistics,Law,Computer Science,Business & Management,Geography,Sport Science,Archaeology,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,Physics & Astronomy",31.0
